GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=109,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7.93,7.93138,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=109,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.38,8.38178,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=109,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.17,8.17348,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=109,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7.91,7.91491,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=109,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.60,8.60289,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,33.85,33.84762,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,32.44,32.44008,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,25.63,25.62928,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,26.71,26.70632,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,28.32,28.32416,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,30.35,30.35171,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,33.98,33.98057,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,36.93,36.93081,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,37.54,37.53836,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,41.62,41.62296,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,46.17,46.16725,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,52.32,52.31747,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,56.87,56.86859,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,61.82,61.81618,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,66.14,66.13961,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,73.58,73.57809,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,81.40,81.40056,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,85.15,85.14951,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,84.68,84.68116,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,88.08,88.07586,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,12.61,12.60580,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,11.29,11.28810,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,11.03,11.02630,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,11.09,11.09296,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,11.55,11.55061,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,12.35,12.34932,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,14.10,14.10052,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,15.21,15.20895,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,14.59,14.58961,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,16.58,16.58350,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,16.67,16.67177,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,19.44,19.43651,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,20.07,20.06755,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,20.71,20.71197,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,22.53,22.52932,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,25.22,25.22220,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,26.85,26.85320,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,27.21,27.20631,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,23.80,23.80249,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,24.57,24.57416,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.38,8.38334,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.79,8.79248,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.17,8.17284,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7.95,7.95072,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,9.02,9.01701,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.10,8.10084,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7.97,7.97412,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.61,8.60774,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.02,8.02160,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.80,8.80053,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7.86,7.86422,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.56,8.56333,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.56,8.56471,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,6.90,6.89949,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7.82,7.82325,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.27,8.26960,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7.46,7.46217,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,6.92,6.92131,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,5.55,5.54642,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,5.66,5.65505,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,3.28,3.28077,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,3.17,3.17101,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,5.72,5.71828,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,5.31,5.31227,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7.14,7.13635,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7.26,7.25695,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.45,8.44858,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.93,8.92853,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,9.04,9.04418,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,9.17,9.16868,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8.71,8.70801,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_BGD,Bangladesh note,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,Lower-middle-income,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7.35,7.34597,,,,,
