GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=109,NHA_SWE,Sweden note,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,5880.23,5880.23274,,,,,
WHS7_104,Per capita government expenditure on health at average exchange rate (US$),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=109,NHA_SWE,Sweden note,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,5720.55,5720.55381,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1745.10,1745.09564,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1859.56,1859.55854,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1884.68,1884.67655,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1981.51,1981.51005,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2130.40,2130.40352,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2290.38,2290.37911,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2506.83,2506.82702,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2706.65,2706.65103,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2842.93,2842.92584,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2960.41,2960.40615,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2969.49,2969.48951,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,3207.97,3207.97407,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,3442.83,3442.83173,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,3670.79,3670.79445,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,3740.81,3740.80816,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,3761.53,3761.53364,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4886.52,4886.52024,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,5007.48,5007.48076,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,5177.37,5177.37484,,,,,
WHS7_105,Per capita total expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=110,NHA_SWE,Sweden note,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,5218.86,5218.86073,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1512.12,1512.12094,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1616.48,1616.47620,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1617.43,1617.43028,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1700.01,1700.01483,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1826.33,1826.32509,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1944.31,1944.30969,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2033.94,2033.93991,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2203.87,2203.86656,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2331.39,2331.39166,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2408.98,2408.98495,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2409.98,2409.98343,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2602.63,2602.63139,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2800.99,2800.98595,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2991.88,2991.87884,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,3048.87,3048.87202,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,3066.15,3066.15287,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4139.99,4139.99470,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4223.89,4223.89201,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4349.07,4349.06595,,,,,
WHS7_108,Per capita government expenditure on health (PPP int. $),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=108,NHA_SWE,Sweden note,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4385.43,4385.43057,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,10.63,10.62571,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,11.33,11.32982,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,11.36,11.35522,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,11.84,11.84488,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,12.09,12.09308,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,12.60,12.60434,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,13.18,13.18351,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,13.52,13.51522,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,13.71,13.71410,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,13.65,13.64994,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,13.66,13.65606,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,13.77,13.77174,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,14.24,14.23813,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,14.54,14.53746,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,14.74,14.74400,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,14.75,14.74869,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,19.26,19.25692,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,19.16,19.16156,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,19.03,19.03285,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=93,NHA_SWE,Sweden note,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,19.03,19.03285,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=91,NHA_SWE,Sweden note,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=121,NHA_SWE,Sweden note,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0.00,0.00000,,,,,
